u10 Ensembl ID,u10 mean gene weight,u10 gene weight SD,u10 CV,u102540 Ensembl ID,u102540 mean gene weight,u102540 gene weight SD,u102540 CV,u11150 Ensembl ID,u11150 mean gene weight,u11150 gene weight SD,u11150 CV,u202260 Ensembl ID,u202260 mean gene weight,u202260 gene weight SD,u202260 CV,u39566 Ensembl ID,u39566 mean gene weight,u39566 gene weight SD,u39566 CV,u134800 Ensembl ID,u134800 mean gene weight,u134800 gene weight SD,u134800 CV,u102324 Ensembl ID,u102324 mean gene weight,u102324 gene weight SD,u102324 CV
ENSMMUG00000015158,-0.005127320594439507,0.011465037391601367,-2.23606797749979,ENSMMUG00000015158,0.021546132118071448,0.0432206436782871,2.0059583521274584,ENSMMUG00000015158,0.0,0.0,,ENSMMUG00000015158,0.0427851012907691,0.07731994063833045,1.807169746142736,ENSMMUG00000015158,-0.022257178695422822,0.181382705931932,-8.149402420407995,ENSMMUG00000015158,0.06226242246081053,0.02660123710323724,0.4272438503333323,ENSMMUG00000015158,0.03304381604140905,0.13176509925629315,3.987587241472684
ENSMMUG00000060391,-0.002094449170351079,0.005650259052667605,-2.697730330557742,ENSMMUG00000060391,0.03253050449585978,0.060440936282202255,1.8579772191942088,ENSMMUG00000060391,-0.0020358844826386512,0.004552376097517015,-2.23606797749979,ENSMMUG00000060391,-0.07297923157101917,0.06386997420524114,-0.8751801413952485,ENSMMUG00000060391,-0.11887992347527725,0.10503598130966596,-0.8835468449095164,ENSMMUG00000060391,-0.020510446652847063,0.04586275296464907,-2.23606797749979,ENSMMUG00000060391,0.02648501219549872,0.13742226812805758,5.1886805682276895
ENSMMUG00000019994,0.0,0.0,,ENSMMUG00000019994,-0.01450285353928295,0.0324293663815601,-2.2360679774997902,ENSMMUG00000019994,0.010875348031230381,0.02730171253513861,2.51042196136962,ENSMMUG00000019994,0.07676417302427394,0.12207409221867793,1.5902482552645536,ENSMMUG00000019994,-0.22279397341820154,0.21513398736600717,-0.9656185221948711,ENSMMUG00000019994,0.0,0.0,,ENSMMUG00000019994,0.061474621503250615,0.055463357105427526,0.9022155118514193
ENSMMUG00000022884,0.14676635136226315,0.24325084596242216,1.6574020114597419,ENSMMUG00000022884,-0.015155545172656743,0.22301719913275458,-14.715221167702806,ENSMMUG00000022884,0.039070844735583164,0.09911772014145041,2.536871695819274,ENSMMUG00000022884,0.054229162094181625,0.11967204060024483,2.2067838775086797,ENSMMUG00000022884,-0.029337269149017752,0.014329048369467324,-0.4884247506706696,ENSMMUG00000022884,0.39563269329182854,0.19449455162275545,0.49160384093761283,ENSMMUG00000022884,-0.04612070638352125,0.22319333171631733,-4.839330296902466
ENSMMUG00000011221,0.3784868796415662,0.07325662206371024,0.19355128540541633,ENSMMUG00000011221,-0.1655363312680387,0.13394775217499627,-0.8091743434745223,ENSMMUG00000011221,-0.0060133763441092,0.025902058213341753,-4.307406809606357,ENSMMUG00000011221,0.0973464943011992,0.2459824218024922,2.5268749898830407,ENSMMUG00000011221,-0.0399952961054802,0.03771565712020621,-0.9430023225915902,ENSMMUG00000011221,-0.02501987895542875,0.3231335399909584,-12.915072073953647,ENSMMUG00000011221,0.33380008046708126,0.18279726742192706,0.5476249950753208
ENSMMUG00000010961,-0.00752204532701273,0.0168198046810351,-2.23606797749979,ENSMMUG00000010961,0.07882961085852495,0.009895867143139257,0.12553489780508129,ENSMMUG00000010961,0.0,0.0,,ENSMMUG00000010961,0.08219908471558178,0.07979449484291307,0.9707467561106201,ENSMMUG00000010961,0.07854514884702683,0.1685909636125777,2.1464210850363594,ENSMMUG00000010961,0.05046439912125953,0.07118981585814811,1.4106938177761326,ENSMMUG00000010961,-0.006507857616336084,0.02744602632903204,-4.217367365281129
ENSMMUG00000045584,-0.03599721021033479,0.04310595087792145,-1.1974803221152326,ENSMMUG00000045584,-0.07153199509096299,0.08119586338353027,-1.1350985426909779,ENSMMUG00000045584,0.06881489292394637,0.02587213571709379,0.37596709982078236,ENSMMUG00000045584,-0.3438381877456611,0.15352737630207258,-0.446510544127337,ENSMMUG00000045584,0.039860055659094625,0.11327520033575163,2.8418224325762154,ENSMMUG00000045584,0.022542974352150483,0.10548004104655545,4.679064944972232,ENSMMUG00000045584,-0.02979156480246335,0.10726614319488212,-3.6005541805582735
ENSMMUG00000015056,0.0056084353972747055,0.09925534430116054,17.697510494529627,ENSMMUG00000015056,-0.09340919148450215,0.07772044636323833,-0.832042812148023,ENSMMUG00000015056,0.07622957751095258,0.02703006144850115,0.35458758045218736,ENSMMUG00000015056,-0.28339781021615246,0.31048834579051526,-1.0955919015524516,ENSMMUG00000015056,-0.0647830199441531,0.04721368526787759,-0.7287972266278827,ENSMMUG00000015056,-0.18801367394526125,0.27295291170989344,-1.45177159715182,ENSMMUG00000015056,0.04629546268958242,0.18106001975677738,3.9109668472439783
ENSMMUG00000044778,0.10806064189450687,0.09647237328868824,0.8927614309645545,ENSMMUG00000044778,-0.014041665161445142,0.16859908851500832,-12.007058035961343,ENSMMUG00000044778,-0.00796698160951724,0.026691627695072023,-3.3502810729707964,ENSMMUG00000044778,0.20410897092304517,0.2480894607180505,1.2154755354265503,ENSMMUG00000044778,0.0696873887446032,0.11221936965085494,1.6103253640644635,ENSMMUG00000044778,-0.07765855593846277,0.10998203014046683,-1.4162255376937143,ENSMMUG00000044778,0.1682721058397086,0.16897193187420967,1.0041588950884568
ENSMMUG00000006868,-0.14542156823470587,0.09563867529082205,-0.6576649973713956,ENSMMUG00000006868,0.04413602457679306,0.2052957317813193,4.651432333333999,ENSMMUG00000006868,-0.06607715281824902,0.04946441908118316,-0.7485858117591623,ENSMMUG00000006868,0.11480115938277304,0.1535615263743018,1.3376304490296385,ENSMMUG00000006868,-0.012419780521725238,0.01070012917195138,-0.8615393124889955,ENSMMUG00000006868,-0.30966134501956294,0.1465402774981962,-0.4732275431049958,ENSMMUG00000006868,0.24280131535636892,0.26174142219200747,1.0780066072040813
ENSMMUG00000045550,-0.20442246930754915,0.11852067916328066,-0.5797830324853814,ENSMMUG00000045550,-0.16114930256811663,0.11868601215827332,-0.7364972126274366,ENSMMUG00000045550,-0.00329995256822062,0.04874935470121334,-14.772744060227406,ENSMMUG00000045550,0.06580686464674194,0.08836444350009405,1.3427845859918037,ENSMMUG00000045550,-0.06904416344671123,0.029088506905907502,-0.4213029089469411,ENSMMUG00000045550,-0.06634058824596278,0.15376804243366862,-2.317857687115494,ENSMMUG00000045550,-0.4313302599417415,0.28810563479258017,-0.6679467256285097
ENSMMUG00000055481,-0.011231887047631338,0.012832425085520457,-1.1424994777014474,ENSMMUG00000055481,0.012193630277322886,0.017729203975900595,1.4539725719642738,ENSMMUG00000055481,-0.0035180688229393205,0.007866641037614992,-2.2360679774997894,ENSMMUG00000055481,-0.10756248465085322,0.06569650539747349,-0.6107752680753304,ENSMMUG00000055481,0.004428005207440661,0.19742578982392758,44.58571762566593,ENSMMUG00000055481,0.01444931351436595,0.09865444654577192,6.827621703113207,ENSMMUG00000055481,0.1649363686596277,0.15441706512717007,0.9362220496428784
ENSMMUG00000049143,-0.05247794184446706,0.05953447704978872,-1.1344666912859438,ENSMMUG00000049143,-0.04381650776663637,0.036361867934083913,-0.8298668649666162,ENSMMUG00000049143,-0.03271497192714817,0.031249040220864686,-0.9551908004216565,ENSMMUG00000049143,-0.20778658175931478,0.258309598686104,-1.2431486022774632,ENSMMUG00000049143,0.00578196766285542,0.019359378147935064,3.3482335559058543,ENSMMUG00000049143,-0.07760411087563994,0.18157783836229496,-2.3397966462533435,ENSMMUG00000049143,-0.11348530796769794,0.2547903501702501,-2.2451395227545463
ENSMMUG00000055316,-0.00930139064889739,0.020798541776215443,-2.2360679774997894,ENSMMUG00000055316,-0.017636574446364003,0.024415972282375405,-1.3843942516518029,ENSMMUG00000055316,0.011000095072956698,0.0029359485294375735,0.26690210493320987,ENSMMUG00000055316,0.051958540952993154,0.08772077817842353,1.6882840928459564,ENSMMUG00000055316,0.22865839333447377,0.1721994324307978,0.7530859896269378,ENSMMUG00000055316,-0.017966137839896607,0.02276379040580648,-1.2670386150136252,ENSMMUG00000055316,-0.18439518274691566,0.13774394356231567,-0.7470040242394548
ENSMMUG00000019914,-0.0120054769319495,0.018002516946964697,-1.4995253457241347,ENSMMUG00000019914,0.11422181682125632,0.048405609893104676,0.42378602652463276,ENSMMUG00000019914,-0.005022773812287678,0.008553419212246607,-1.7029274126024916,ENSMMUG00000019914,-0.06396425600042972,0.11019911253008761,-1.7228233301009126,ENSMMUG00000019914,0.0977471578294447,0.2591170859679217,2.650891255785107,ENSMMUG00000019914,-0.03060954417495113,0.03227005994822355,-1.0542483012416526,ENSMMUG00000019914,0.04556283532808773,0.2224943052240324,4.883240992837715
ENSMMUG00000054650,0.042810473073207844,0.22061098236964835,5.153201227008017,ENSMMUG00000054650,0.024697715871092884,0.18626093065124327,7.541625777193831,ENSMMUG00000054650,-0.0508919793170562,0.08619054043121083,-1.6935977257682429,ENSMMUG00000054650,0.14172772767449557,0.1955123772920506,1.3794927816882918,ENSMMUG00000054650,0.007071529417667321,0.0062354840015011025,0.8817730413342459,ENSMMUG00000054650,0.3451042659869273,0.13627532349323973,0.3948815964459909,ENSMMUG00000054650,0.14200785816774808,0.15144279655588042,1.0664395513731868
ENSMMUG00000058332,-0.008634908797490392,0.01930824305069948,-2.2360679774997894,ENSMMUG00000058332,-0.015359226888744774,0.03434427540507591,-2.2360679774997894,ENSMMUG00000058332,-0.0060067097204546185,0.013431411256045286,-2.23606797749979,ENSMMUG00000058332,0.036999597830439525,0.3137163400932217,8.478912163610806,ENSMMUG00000058332,0.03379271861028758,0.15268435785396553,4.51826204380856,ENSMMUG00000058332,0.2065018268704565,0.09867914035967278,0.47786085893359453,ENSMMUG00000058332,0.02414849126957298,0.09630443594442961,3.988010466963329
ENSMMUG00000016812,-0.0007194303346944003,0.0016086951334521044,-2.23606797749979,ENSMMUG00000016812,0.06834113177488023,0.026204933885408534,0.38344307746803424,ENSMMUG00000016812,-0.01134146239249748,0.025360280873881764,-2.2360679774997894,ENSMMUG00000016812,0.045789878400468186,0.07554709270840343,1.6498644536175704,ENSMMUG00000016812,0.009141331659809751,0.21085307436307532,23.065903547740174,ENSMMUG00000016812,0.025166646267338468,0.03639013144681025,1.4459666600089554,ENSMMUG00000016812,-0.06824083604499931,0.10823644350988919,-1.5860949217931037
ENSMMUG00000053323,0.12307234794613993,0.12634662194924312,1.02660446524134,ENSMMUG00000053323,-0.0756840196204197,0.13222646415791894,-1.7470856439850608,ENSMMUG00000053323,-0.02418008854144864,0.06939207705484504,-2.8698024383118215,ENSMMUG00000053323,0.10584893770959032,0.1863408456103963,1.7604413387845752,ENSMMUG00000053323,-0.01736422751804823,0.0387184880686847,-2.2297846551734612,ENSMMUG00000053323,0.38630035453955375,0.2764241731248982,0.7155680026604656,ENSMMUG00000053323,0.1696727608346195,0.17292502324943212,1.0191678522752547
ENSMMUG00000008761,-0.016861867861515393,0.03153785383573327,-1.8703653767631254,ENSMMUG00000008761,-0.04738594928425591,0.04164143731982459,-0.8787718289661879,ENSMMUG00000008761,-0.013228517876584694,0.014212829385624152,-1.074408298663734,ENSMMUG00000008761,0.3611719441935322,0.16437973297379913,0.45512874301697437,ENSMMUG00000008761,0.04873727345980494,0.1272276779472117,2.610480006686055,ENSMMUG00000008761,-0.13530213611009156,0.15254509480564477,-1.1274404025781462,ENSMMUG00000008761,0.099303526338822,0.13069345434372984,1.3161008391364262
ENSMMUG00000058486,0.05690886393304163,0.04495502830232344,0.7899477374072527,ENSMMUG00000058486,0.043311276740071514,0.014944661226821258,0.34505242864370433,ENSMMUG00000058486,-0.00843627045721308,0.023053509467097597,-2.732666002592017,ENSMMUG00000058486,0.13356648155066475,0.16221426201854916,1.2144833055066864,ENSMMUG00000058486,0.11641946293609899,0.11127327243596762,0.9557961326195428,ENSMMUG00000058486,-0.018121472469207468,0.1955193455489404,-10.789374090939495,ENSMMUG00000058486,0.15996555275916688,0.24497847365231396,1.5314451732063632
ENSMMUG00000063725,0.0040191161189182985,0.04471877261673165,11.126519188195841,ENSMMUG00000063725,-0.030495702740238915,0.04015635175626091,-1.316787224033202,ENSMMUG00000063725,0.010424072051872629,0.013976279713765768,1.3407696765924602,ENSMMUG00000063725,0.018706830121648844,0.13530800806190316,7.233080494236986,ENSMMUG00000063725,0.04784840629953607,0.06702379640312388,1.4007529526385443,ENSMMUG00000063725,-0.08170592959050416,0.10591429537532651,-1.2962865229751435,ENSMMUG00000063725,-0.19170190322246006,0.21298415237521437,-1.1110174119036125
ENSMMUG00000062596,-0.06673981044948647,0.10680240994552787,-1.6002803907626268,ENSMMUG00000062596,-0.029194275762518932,0.03817571749806786,-1.3076439302214085,ENSMMUG00000062596,0.045911247315632626,0.014017882874562562,0.30532568148697453,ENSMMUG00000062596,0.015477961702218828,0.10590522314658349,6.8423236330531525,ENSMMUG00000062596,0.03093203060689244,0.08602681361662967,2.781156358918794,ENSMMUG00000062596,-0.1545317966778532,0.07697707437773599,-0.49813097390051897,ENSMMUG00000062596,0.024453406199533553,0.1940520111056947,7.935582042120424
ENSMMUG00000053652,0.03639626708805264,0.03097916776805297,0.8511633265330698,ENSMMUG00000053652,0.09606523387252795,0.037254232085938845,0.3878013989470185,ENSMMUG00000053652,0.016215406718739275,0.01770063587119529,1.0915937033352123,ENSMMUG00000053652,0.1440648267154543,0.13707437821750953,0.9514770630880516,ENSMMUG00000053652,0.18057612694485872,0.054021400301679796,0.2991613632192695,ENSMMUG00000053652,-0.05601633560786357,0.08711111228875068,-1.555101942022106,ENSMMUG00000053652,-0.15864013773915464,0.05960362842730791,-0.3757159397157841
ENSMMUG00000058256,0.0,0.0,,ENSMMUG00000058256,0.0,0.0,,ENSMMUG00000058256,-0.00733520289155782,0.016402012294276302,-2.2360679774997894,ENSMMUG00000058256,0.05078618746657418,0.06684401871892438,1.3161850111887006,ENSMMUG00000058256,0.4053859420810861,0.3068276824818286,0.7568779541458701,ENSMMUG00000058256,0.03864856677460809,0.027453813942086316,0.7103449424707602,ENSMMUG00000058256,-0.014132758945857235,0.1961195003134707,-13.876943706802528
ENSMMUG00000001479,-0.008279938079463218,0.009654243137963182,-1.1659801130528575,ENSMMUG00000001479,-0.029687983262406365,0.0315786767463193,-1.0636854806606921,ENSMMUG00000001479,-0.017792567996378496,0.021613928774548975,-1.2147728635320252,ENSMMUG00000001479,0.05496676375080947,0.2042427321179607,3.7157496308840434,ENSMMUG00000001479,0.02555047514475843,0.08607968938353977,3.369005425372633,ENSMMUG00000001479,0.03432170714274319,0.03957670324862521,1.1531099861678387,ENSMMUG00000001479,0.028470176252958168,0.12408607271275562,4.3584581848123465
ENSMMUG00000051332,-0.01121625347062903,0.02508030521319445,-2.2360679774997894,ENSMMUG00000051332,0.03483262145981734,0.027380418059258036,0.7860567741317974,ENSMMUG00000051332,-0.008960361980057863,0.020035978490413997,-2.23606797749979,ENSMMUG00000051332,-0.07579860371776868,0.10503980043124529,-1.3857748728770038,ENSMMUG00000051332,0.28442399817193337,0.3041103609724006,1.0692148444821694,ENSMMUG00000051332,-0.018764644458131106,0.026073799440216153,-1.389517371266677,ENSMMUG00000051332,-0.04547419489452165,0.0652993557815315,-1.4359650771826686
ENSMMUG00000061293,-0.002719668414969331,0.00608136345213053,-2.2360679774997894,ENSMMUG00000061293,-0.017088657850667145,0.040128086249516866,-2.34822925241904,ENSMMUG00000061293,-0.01497585885496963,0.03959017816035079,-2.643599845842102,ENSMMUG00000061293,0.09147829661405017,0.09740288671431137,1.0647649805424038,ENSMMUG00000061293,0.10374071638202555,0.2832337855020976,2.7302084984557866,ENSMMUG00000061293,-0.018146474489173895,0.021756616736889407,-1.1989445525558866,ENSMMUG00000061293,0.060985182735758314,0.0609583618325193,0.9995602062331235
ENSMMUG00000009024,-0.011054998104171659,0.024719727252059127,-2.2360679774997894,ENSMMUG00000009024,-0.01969950205423015,0.03036354497268008,-1.5413356585914313,ENSMMUG00000009024,0.0,0.0,,ENSMMUG00000009024,-0.031522302953482746,0.041546402829063085,-1.3180002390806547,ENSMMUG00000009024,0.5745197024824602,0.23012743034796482,0.40055620260471486,ENSMMUG00000009024,-0.056411499926909886,0.07963844815989626,-1.4117413694562386,ENSMMUG00000009024,0.009353067618334748,0.0445970466462955,4.768173231087546
ENSMMUG00000039139,0.11463357998975311,0.09954512481514961,0.868376655636575,ENSMMUG00000039139,0.2558512350692732,0.13169841900846305,0.514746074893111,ENSMMUG00000039139,0.01939925153091962,0.0560467660503061,2.8891200240883315,ENSMMUG00000039139,0.1912663178340119,0.2608271601950254,1.3636857924006305,ENSMMUG00000039139,-0.020355980776871008,0.016923306804963203,-0.8313677926141443,ENSMMUG00000039139,-0.46112104899684897,0.3280815941846562,-0.711486918453159,ENSMMUG00000039139,0.1386617709862127,0.050967055958366134,0.3675638612998376
ENSMMUG00000054776,-0.006675247362090399,0.014926306868260287,-2.23606797749979,ENSMMUG00000054776,0.0,0.0,,ENSMMUG00000054776,-0.006365124602989,0.014232851297539765,-2.23606797749979,ENSMMUG00000054776,-0.007235610837270766,0.18723587049555246,-25.876995696216415,ENSMMUG00000054776,0.23918710371346996,0.19179889533346164,0.8018780793600971,ENSMMUG00000054776,-0.02118379240552637,0.04431375399778121,-2.0918706693056888,ENSMMUG00000054776,0.10146002259265341,0.19608397259053445,1.9326229935684307
ENSMMUG00000002455,0.03437020819525052,0.03940273222239431,1.1464211097749244,ENSMMUG00000002455,-0.07241654599638915,0.09700031000825586,-1.3394771688378029,ENSMMUG00000002455,0.028572316545917364,0.012052702128619691,0.42183146435642704,ENSMMUG00000002455,-0.08371422005504318,0.1694206739340384,-2.023798033627287,ENSMMUG00000002455,-0.002178191794465036,0.08169286067903318,-37.50489781782368,ENSMMUG00000002455,0.12863605209652132,0.03617734231665168,0.2812379712143701,ENSMMUG00000002455,-0.14942427695508448,0.1602252989399223,-1.072284251293948
ENSMMUG00000012477,-0.03436030932883674,0.08969708726235943,-2.6104854413252196,ENSMMUG00000012477,0.16304022229462795,0.08666792910088102,0.531573913977279,ENSMMUG00000012477,-0.026613896152664396,0.016227388731726466,-0.6097336759203479,ENSMMUG00000012477,-0.145409628967913,0.20132551823431152,-1.3845404851334657,ENSMMUG00000012477,-0.014435953667416934,0.05907177274106578,-4.091989632413087,ENSMMUG00000012477,0.02309944785336444,0.13451000900073087,5.823083298553366,ENSMMUG00000012477,-0.1423038003085433,0.3426140311386161,-2.407623903196962
ENSMMUG00000059358,0.0,0.0,,ENSMMUG00000059358,0.0,0.0,,ENSMMUG00000059358,0.015480674003654231,0.003185978727700305,0.20580361856003498,ENSMMUG00000059358,0.05318913339440887,0.07997101873452839,1.5035217464726502,ENSMMUG00000059358,0.14749987675409412,0.15168270998310127,1.0283582150782444,ENSMMUG00000059358,-0.03964430914364173,0.08864737016619939,-2.23606797749979,ENSMMUG00000059358,-0.07285736635291958,0.10140992235108613,-1.3918966252480025
ENSMMUG00000056255,0.0,0.0,,ENSMMUG00000056255,-0.006364016994677403,0.014230374610062591,-2.23606797749979,ENSMMUG00000056255,-0.0050417800954953955,0.010458068119348983,-2.0742808931101138,ENSMMUG00000056255,0.0982915605790191,0.1824722339210871,1.8564384657866229,ENSMMUG00000056255,-0.03334816156578493,0.15199997161779488,-4.557971548684897,ENSMMUG00000056255,-0.022164609521101466,0.03967080396411814,-1.7898264314717647,ENSMMUG00000056255,-0.03210902934215298,0.07416418018750351,-2.309760889910808
ENSMMUG00000049415,0.0,0.0,,ENSMMUG00000049415,0.03662750493828155,0.014465569499926063,0.39493734351550797,ENSMMUG00000049415,0.02560880666648262,0.005863133159938651,0.2289498779188509,ENSMMUG00000049415,0.022922005787726768,0.06707653101168023,2.926294131187914,ENSMMUG00000049415,0.228289702989476,0.20158306599169465,0.883014272443937,ENSMMUG00000049415,-0.011010521492298489,0.031141821265974954,-2.828369327261899,ENSMMUG00000049415,-0.022146052384630698,0.04639328716376824,-2.0948784170656554
ENSMMUG00000004563,-3.240598026570699e-05,7.246197475163753e-05,-2.23606797749979,ENSMMUG00000004563,-0.030700235757683242,0.03576232749501743,-1.1648877154328472,ENSMMUG00000004563,-0.005891410463407906,0.014365486858445334,-2.438378202922831,ENSMMUG00000004563,0.0992238795627516,0.09638772332916995,0.9714165960242666,ENSMMUG00000004563,-0.02277125375364754,0.1726981001129863,-7.584040034920046,ENSMMUG00000004563,-0.09728391932213744,0.11330405812003451,-1.1646740685359251,ENSMMUG00000004563,-0.05079496178220894,0.1869534176738368,-3.6805504151263615
ENSMMUG00000015634,-0.002526823770882626,0.0056501497188559055,-2.23606797749979,ENSMMUG00000015634,-0.006465493504293307,0.009433007317695388,-1.458977154865526,ENSMMUG00000015634,-0.006652578625744342,0.01487561803282648,-2.2360679774997894,ENSMMUG00000015634,0.05707796137743887,0.10486291129572413,1.837187397116344,ENSMMUG00000015634,-0.21816423911913843,0.06842263619046242,-0.3136290185170868,ENSMMUG00000015634,0.0138610987818686,0.08293352474465181,5.983185463849037,ENSMMUG00000015634,-0.12473840085582444,0.10405617149618007,-0.8341951699096305
ENSMMUG00000015580,-0.0646824484212644,0.1652782656363835,-2.5552258714753315,ENSMMUG00000015580,-0.14918988297545224,0.17631854816077722,-1.181839844929624,ENSMMUG00000015580,-0.01788943711118238,0.039640271414666424,-2.2158478865658644,ENSMMUG00000015580,-0.22346476965217263,0.08672258749663263,-0.3880816991045974,ENSMMUG00000015580,0.007546068868623169,0.027946112120007964,3.7034000890462218,ENSMMUG00000015580,-0.19759262705866817,0.19698868512436443,-0.9969434996472595,ENSMMUG00000015580,-0.02774542649179798,0.20548444429378657,-7.406065441255021
